#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=The dual role of coherent twin boundaries in hydrogen embrittlement
2-1	88-91	The	_	_	_	_	
2-1.1	88-89	T	_	_	*[216]	5T[216]	
2-2	92-96	dual	_	_	_	_	
2-3	97-101	role	_	_	_	_	
2-4	102-104	of	_	_	_	_	
2-5	105-113	coherent	https://w3id.org/pmd/materials-mechanics-ontology/TwinBoundary	*[1]	_	_	
2-6	114-118	twin	https://w3id.org/pmd/materials-mechanics-ontology/TwinBoundary	*[1]	_	_	
2-7	119-129	boundaries	https://w3id.org/pmd/materials-mechanics-ontology/TwinBoundary	*[1]	_	_	
2-8	130-132	in	_	_	_	_	
2-9	133-141	hydrogen	https://w3id.org/pmd/materials-mechanics-ontology/Mechanism	*[2]	_	_	
2-10	142-155	embrittlement	https://w3id.org/pmd/materials-mechanics-ontology/Mechanism	*[2]	_	_	

#Text=Hydrogen embrittlement (HE) causes engineering alloys to fracture unexpectedly, often at considerable economic or environmental cost.
4-1	274-282	Hydrogen	https://w3id.org/pmd/materials-mechanics-ontology/Mechanism	*[3]	_	_	
4-2	283-296	embrittlement	https://w3id.org/pmd/materials-mechanics-ontology/Mechanism	*[3]	_	_	
4-3	297-298	(	_	_	_	_	
4-4	298-300	HE	https://w3id.org/pmd/materials-mechanics-ontology/Mechanism	*	_	_	
4-5	300-301	)	_	_	_	_	
4-6	302-308	causes	_	_	_	_	
4-7	309-320	engineering	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*[4]	_	_	
4-8	321-327	alloys	https://w3id.org/pmd/materials-mechanics-ontology/MaterialClass	*[4]	_	_	
4-9	328-330	to	_	_	_	_	
4-10	331-339	fracture	https://w3id.org/pmd/materials-mechanics-ontology/Fracture	*	_	_	
4-11	340-352	unexpectedly	_	_	_	_	
4-12	352-353	,	_	_	_	_	
4-13	354-359	often	_	_	_	_	
4-14	360-362	at	_	_	_	_	
4-15	363-375	considerable	_	_	_	_	
4-16	376-384	economic	_	_	_	_	
4-17	385-387	or	_	_	_	_	
4-18	388-401	environmental	_	_	_	_	
4-19	402-406	cost	_	_	_	_	
4-20	406-407	.	_	_	_	_	

#Text=Inaccurate predictions of component lifetimes arise from inadequate understanding of how alloy microstructure affects HE.
5-1	411-421	Inaccurate	_	_	_	_	
5-2	422-433	predictions	_	_	_	_	
5-3	434-436	of	_	_	_	_	
